zfish_id,human_symbol,human_ensg,gene_name
ENSDARG00000088366,ADH1C,ENSDARG00000088366,zgc_77938
ENSDARG00000098906,RCCD1,ENSDARG00000098906,herc7
ENSDARG00000043475,TAGAP,ENSDARG00000043475,tagapb
ENSDARG00000037425,CRNN,ENSDARG00000037425,s100a10a
ENSDARG00000037425,S100A8,ENSDARG00000037425,s100a10a
ENSDARG00000037425,S100A7,ENSDARG00000037425,s100a10a
ENSDARG00000037425,S100A9,ENSDARG00000037425,s100a10a
ENSDARG00000037425,S100G,ENSDARG00000037425,s100a10a
ENSDARG00000037425,S100A7A,ENSDARG00000037425,s100a10a
ENSDARG00000037425,S100A3,ENSDARG00000037425,s100a10a
ENSDARG00000037425,S100A14,ENSDARG00000037425,s100a10a
ENSDARG00000037425,S100A4,ENSDARG00000037425,s100a10a
ENSDARG00000037425,S100A5,ENSDARG00000037425,s100a10a
ENSDARG00000037425,S100A2,ENSDARG00000037425,s100a10a
ENSDARG00000018687,ITGA2B,ENSDARG00000018687,itga2b
ENSDARG00000041944,ADAT2,ENSDARG00000041944,adat2
ENSDARG00000099111,SLC7A13,ENSDARG00000099111,zgc_175280
ENSDARG00000071013,ARL6IP6,ENSDARG00000071013,arl6ip6
ENSDARG00000044574,RBMS3,ENSDARG00000044574,rbms3
ENSDARG00000078416,ZEB2,ENSDARG00000078416,zeb2b
ENSDARG00000114948,B3GNT6,ENSDARG00000114948,zgc_194551
ENSDARG00000069852,LIPT2,ENSDARG00000069852,lipt2
ENSDARG00000104343,PPIC,ENSDARG00000104343,ppic
ENSDARG00000055070,BORCS7,ENSDARG00000055070,borcs7
ENSDARG00000044436,RPS6KA4,ENSDARG00000044436,rps6ka4
ENSDARG00000104089,P3H4,ENSDARG00000104089,p3h4
ENSDARG00000038199,CDA,ENSDARG00000038199,cdab
ENSDARG00000020086,NUAK1,ENSDARG00000020086,nuak1a
ENSDARG00000093198,C3,ENSDARG00000093198,c3a.4
ENSDARG00000071347,AFTPH,ENSDARG00000071347,aftphb
ENSDARG00000061796,RASGRP4,ENSDARG00000061796,rasgrp4
ENSDARG00000061610,UFSP1,ENSDARG00000061610,ufsp1
ENSDARG00000042021,MAPK12,ENSDARG00000042021,mapk12a
ENSDARG00000093420,CREB1,ENSDARG00000093420,creb1b
ENSDARG00000058367,ABHD14A,ENSDARG00000058367,abhd14a
ENSDARG00000027552,MAPK1,ENSDARG00000027552,mapk1
ENSDARG00000002663,OPTN,ENSDARG00000002663,optn
ENSDARG00000037958,NOSIP,ENSDARG00000037958,nosip
ENSDARG00000068557,HTR5A,ENSDARG00000068557,htr5ab
ENSDARG00000098349,HDAC4,ENSDARG00000098349,hdac4
ENSDARG00000075163,PPBP,ENSDARG00000075163,cxcl20
ENSDARG00000056111,LMOD1,ENSDARG00000056111,lmod1a
ENSDARG00000092855,SRBD1,ENSDARG00000092855,SRBD1
ENSDARG00000100973,ARHGAP24,ENSDARG00000100973,arhgap24
ENSDARG00000061963,VRTN,ENSDARG00000061963,vrtn
ENSDARG00000017653,RGS13,ENSDARG00000017653,rgs13
ENSDARG00000039098,CA8,ENSDARG00000039098,ca8
ENSDARG00000078582,MYO16,ENSDARG00000078582,myo16
ENSDARG00000014233,SEPTIN8,ENSDARG00000014233,sept8b
ENSDARG00000006837,MYCN,ENSDARG00000006837,mycn
ENSDARG00000052091,RBPJ,ENSDARG00000052091,rbpjb
ENSDARG00000059826,CRTAC1,ENSDARG00000059826,crtac1a
ENSDARG00000070498,PHYHIPL,ENSDARG00000070498,phyhiplb
ENSDARG00000044813,VPS33B,ENSDARG00000044813,vps33b
ENSDARG00000087536,ZNF407,ENSDARG00000087536,znf407
ENSDARG00000062711,GAL3ST1,ENSDARG00000062711,gal3st1a
ENSDARG00000006468,GRAP2,ENSDARG00000006468,grap2a
ENSDARG00000086856,STK35,ENSDARG00000086856,stk35
ENSDARG00000103923,TFAP4,ENSDARG00000103923,tfap4
ENSDARG00000020178,NOVA1,ENSDARG00000020178,nova1
ENSDARG00000062655,YDJC,ENSDARG00000062655,ydjc
ENSDARG00000103800,PRKAR1B,ENSDARG00000103800,prkar1b
ENSDARG00000079482,GID4,ENSDARG00000079482,GID4
ENSDARG00000017983,RSPH14,ENSDARG00000017983,rsph14
ENSDARG00000103476,TRPM1,ENSDARG00000103476,trpm1b
ENSDARG00000041572,ZFPM1,ENSDARG00000041572,zfpm1
ENSDARG00000056842,USP30,ENSDARG00000056842,usp30
ENSDARG00000012426,NEFL,ENSDARG00000012426,neflb
ENSDARG00000012949,SCML2,ENSDARG00000012949,scml2
ENSDARG00000115737,ZNF22,ENSDARG00000115737,AL954741.2
ENSDARG00000045175,POFUT2,ENSDARG00000045175,pofut2
ENSDARG00000088048,FGF18,ENSDARG00000088048,fgf18a
ENSDARG00000009839,FAM117B,ENSDARG00000009839,fam117bb
ENSDARG00000103785,SULT2A1,ENSDARG00000103785,sult2st2
ENSDARG00000103785,SULT1E1,ENSDARG00000103785,sult2st2
ENSDARG00000103785,SULT1A1,ENSDARG00000103785,sult2st2
ENSDARG00000103785,SULT1A2,ENSDARG00000103785,sult2st2
ENSDARG00000103785,SULT1A4,ENSDARG00000103785,sult2st2
ENSDARG00000103785,SULT1A3,ENSDARG00000103785,sult2st2
ENSDARG00000070675,FAM3A,ENSDARG00000070675,fam3a
ENSDARG00000074749,ABCA12,ENSDARG00000074749,abca12
ENSDARG00000062427,CLCN2,ENSDARG00000062427,clcn2a
ENSDARG00000001994,STXBP1,ENSDARG00000001994,stxbp1a
ENSDARG00000073707,CNKSR2,ENSDARG00000073707,cnksr2b
ENSDARG00000055973,ZAR1L,ENSDARG00000055973,zar1l
ENSDARG00000035966,PGR,ENSDARG00000035966,pgr
ENSDARG00000079340,SLC47A1,ENSDARG00000079340,slc47a4
ENSDARG00000079340,SLC47A2,ENSDARG00000079340,slc47a4
ENSDARG00000054096,RBM41,ENSDARG00000054096,rbm41
ENSDARG00000005821,NCF2,ENSDARG00000005821,ncf2
ENSDARG00000058990,SLC35A2,ENSDARG00000058990,slc35a2
ENSDARG00000018984,EYA2,ENSDARG00000018984,eya2
ENSDARG00000062181,SAMTOR,ENSDARG00000062181,bmt2
ENSDARG00000103467,LIMK1,ENSDARG00000103467,limk1a
ENSDARG00000091609,SPINK4,ENSDARG00000091609,spink4
ENSDARG00000055938,TSPAN14,ENSDARG00000055938,tspan14
ENSDARG00000036304,DNAAF3,ENSDARG00000036304,dnaaf3l
ENSDARG00000017366,PRDM4,ENSDARG00000017366,prdm4
ENSDARG00000080018,KIF16B,ENSDARG00000080018,kif16bb
ENSDARG00000094441,KATNIP,ENSDARG00000094441,si_dkey-161j23.5
ENSDARG00000014232,PRKACG,ENSDARG00000014232,si_dkey-121j17.5
ENSDARG00000102202,PHOSPHO2,ENSDARG00000102202,phospho2
ENSDARG00000041736,HSDL1,ENSDARG00000041736,hsdl1
ENSDARG00000004502,RCOR3,ENSDARG00000004502,rcor3
ENSDARG00000069335,BCL6B,ENSDARG00000069335,bcl6b
ENSDARG00000016527,HELZ2,ENSDARG00000016527,helz2
ENSDARG00000068217,STX2,ENSDARG00000068217,stx2b
ENSDARG00000042291,DLX6,ENSDARG00000042291,dlx6a
ENSDARG00000102421,ACP7,ENSDARG00000102421,acp7
ENSDARG00000030376,GRIN2B,ENSDARG00000030376,grin2bb
ENSDARG00000021086,ZNF367,ENSDARG00000021086,znf367
ENSDARG00000075984,HSBP1L1,ENSDARG00000075984,hsbp1l1
ENSDARG00000037068,IKZF4,ENSDARG00000037068,ikzf4
ENSDARG00000011449,FES,ENSDARG00000011449,fes
ENSDARG00000028393,DAAM2,ENSDARG00000028393,daam2
ENSDARG00000059931,HYAL2,ENSDARG00000059931,hyal2a
ENSDARG00000060854,KCTD3,ENSDARG00000060854,kctd3
ENSDARG00000068892,SOSTDC1,ENSDARG00000068892,sostdc1a
ENSDARG00000102402,FUT11,ENSDARG00000102402,fut11
ENSDARG00000037186,TPBG,ENSDARG00000037186,tpbgb
ENSDARG00000071251,PPP1R18,ENSDARG00000071251,ppp1r18
ENSDARG00000019278,GNB4,ENSDARG00000019278,GNB4
ENSDARG00000061274,LSS,ENSDARG00000061274,lss
ENSDARG00000076155,MTPAP,ENSDARG00000076155,mtpap
ENSDARG00000105098,DR1,ENSDARG00000105098,dr1
ENSDARG00000042608,ICA1,ENSDARG00000042608,ica1
ENSDARG00000077547,TMLHE,ENSDARG00000077547,tmlhe
ENSDARG00000100223,ESAM,ENSDARG00000100223,gpa33a
ENSDARG00000069496,ARL2,ENSDARG00000069496,arl2
ENSDARG00000026149,SLC46A1,ENSDARG00000026149,slc46a1
ENSDARG00000019877,RBKS,ENSDARG00000019877,rbks
ENSDARG00000003989,CRHR1,ENSDARG00000003989,crhr1
ENSDARG00000054442,CBX1,ENSDARG00000054442,cbx1b
ENSDARG00000094181,SHROOM1,ENSDARG00000094181,shroom1
ENSDARG00000077357,LRRC61,ENSDARG00000077357,lrrc61
ENSDARG00000032206,CTH,ENSDARG00000032206,cthl
ENSDARG00000015312,KLF12,ENSDARG00000015312,klf12a
ENSDARG00000039229,CEP78,ENSDARG00000039229,cep78
ENSDARG00000061030,VEZF1,ENSDARG00000061030,vezf1b
ENSDARG00000099995,APBB2,ENSDARG00000099995,apbb2b
ENSDARG00000056765,CELA2A,ENSDARG00000056765,ela2l
ENSDARG00000056765,CELA2B,ENSDARG00000056765,ela2l
ENSDARG00000089369,FDXR,ENSDARG00000089369,fdxr
ENSDARG00000103713,CD93,ENSDARG00000103713,cd248a
ENSDARG00000057426,OARD1,ENSDARG00000057426,oard1
ENSDARG00000093100,HPN,ENSDARG00000093100,tmprss12
ENSDARG00000062919,TCEANC2,ENSDARG00000062919,tceanc2
ENSDARG00000063158,SLC24A2,ENSDARG00000063158,CABZ01081780.1
ENSDARG00000020981,SLC35A3,ENSDARG00000020981,slc35a3b
ENSDARG00000070122,STK11IP,ENSDARG00000070122,stk11ip
ENSDARG00000001549,SP3,ENSDARG00000001549,sp3a
ENSDARG00000103459,EVPL,ENSDARG00000103459,evplb
ENSDARG00000103459,EVPLL,ENSDARG00000103459,evplb
ENSDARG00000104555,SH2D3C,ENSDARG00000104555,sh2d3cb
ENSDARG00000094704,BCL2,ENSDARG00000094704,bcl2a
ENSDARG00000101495,UGT2B10,ENSDARG00000101495,ugt5b2
ENSDARG00000101495,UGT2A3,ENSDARG00000101495,ugt5b2
ENSDARG00000101495,UGT2B28,ENSDARG00000101495,ugt5b2
ENSDARG00000101495,UGT3A1,ENSDARG00000101495,ugt5b2
ENSDARG00000101495,UGT2B4,ENSDARG00000101495,ugt5b2
ENSDARG00000101495,UGT1A6,ENSDARG00000101495,ugt5b2
ENSDARG00000101495,UGT2B7,ENSDARG00000101495,ugt5b2
ENSDARG00000101495,UGT2A1,ENSDARG00000101495,ugt5b2
ENSDARG00000101495,UGT2B15,ENSDARG00000101495,ugt5b2
ENSDARG00000101495,UGT2B17,ENSDARG00000101495,ugt5b2
ENSDARG00000101495,UGT2B11,ENSDARG00000101495,ugt5b2
ENSDARG00000101495,UGT1A9,ENSDARG00000101495,ugt5b2
ENSDARG00000101495,UGT1A8,ENSDARG00000101495,ugt5b2
ENSDARG00000101495,UGT1A10,ENSDARG00000101495,ugt5b2
ENSDARG00000101495,UGT1A7,ENSDARG00000101495,ugt5b2
ENSDARG00000101495,UGT1A4,ENSDARG00000101495,ugt5b2
ENSDARG00000101495,UGT2A2,ENSDARG00000101495,ugt5b2
ENSDARG00000101495,UGT1A3,ENSDARG00000101495,ugt5b2
ENSDARG00000101495,UGT1A5,ENSDARG00000101495,ugt5b2
ENSDARG00000042646,ROBO3,ENSDARG00000042646,zgc_77784
ENSDARG00000071871,GLOD5,ENSDARG00000071871,glod5
ENSDARG00000100607,ZBTB14,ENSDARG00000100607,zbtb38
ENSDARG00000043746,NRXN3,ENSDARG00000043746,nrxn3a
ENSDARG00000079623,UBTD1,ENSDARG00000079623,ubtd1b
ENSDARG00000104393,NPR1,ENSDARG00000104393,npr2
ENSDARG00000014081,FAM184A,ENSDARG00000014081,fam184a
ENSDARG00000103917,ZNF185,ENSDARG00000103917,znf185
ENSDARG00000029381,ALDH3B1,ENSDARG00000029381,aldh3a2b
ENSDARG00000029381,ALDH3A1,ENSDARG00000029381,aldh3a2b
ENSDARG00000029381,ALDH1B1,ENSDARG00000029381,aldh3a2b
ENSDARG00000001909,VILL,ENSDARG00000001909,vill
ENSDARG00000027586,TOP3B,ENSDARG00000027586,top3b
ENSDARG00000079808,ICAM3,ENSDARG00000079808,si_ch73-208g10.1
ENSDARG00000069044,AGPAT4,ENSDARG00000069044,agpat4
ENSDARG00000029432,TPH1,ENSDARG00000029432,tph1a
ENSDARG00000057590,ADAM21,ENSDARG00000057590,si_ch1073-396h14.1
ENSDARG00000057590,ADAM29,ENSDARG00000057590,si_ch1073-396h14.1
ENSDARG00000060711,SV2B,ENSDARG00000060711,sv2bb
ENSDARG00000027041,PCDH17,ENSDARG00000027041,pcdh17
ENSDARG00000054842,HSD17B14,ENSDARG00000054842,hsd17b14
ENSDARG00000015337,COMT,ENSDARG00000015337,comta
ENSDARG00000020114,SLC20A1,ENSDARG00000020114,slc20a1a
ENSDARG00000104491,AMPD2,ENSDARG00000104491,ampd2a
ENSDARG00000008026,NIBAN2,ENSDARG00000008026,fam129bb
ENSDARG00000103765,STPG1,ENSDARG00000103765,stpg1
ENSDARG00000024479,PIGK,ENSDARG00000024479,pigk
ENSDARG00000073813,SCLY,ENSDARG00000073813,scly
ENSDARG00000094708,SFTPB,ENSDARG00000094708,sftpba
ENSDARG00000094708,PSAPL1,ENSDARG00000094708,sftpba
ENSDARG00000041340,MRPL51,ENSDARG00000041340,mrpl51
ENSDARG00000104082,TRPS1,ENSDARG00000104082,trps1
ENSDARG00000026925,NOS2,ENSDARG00000026925,nos2a
ENSDARG00000075870,TRIOBP,ENSDARG00000075870,triobpa
ENSDARG00000103935,RAB27A,ENSDARG00000103935,rab27a
ENSDARG00000056978,LETM1,ENSDARG00000056978,letm1
ENSDARG00000045200,DUSP19,ENSDARG00000045200,dusp19b
ENSDARG00000099617,SDR39U1,ENSDARG00000099617,sdr39u1
ENSDARG00000026348,CSAD,ENSDARG00000026348,csad
ENSDARG00000071152,PICK1,ENSDARG00000071152,pick1
ENSDARG00000100385,SLC25A19,ENSDARG00000100385,slc25a19
ENSDARG00000058461,ICE1,ENSDARG00000058461,ice1
ENSDARG00000110056,AP3B1,ENSDARG00000110056,CU929160.1
ENSDARG00000061138,SENP7,ENSDARG00000061138,senp7b
ENSDARG00000013843,SEPTIN5,ENSDARG00000013843,sept5a
ENSDARG00000091232,KCNJ1,ENSDARG00000091232,kcnj1a.1
ENSDARG00000027612,GATAD1,ENSDARG00000027612,gatad1
ENSDARG00000061414,SLX4,ENSDARG00000061414,slx4
ENSDARG00000003421,IGF2BP2,ENSDARG00000003421,igf2bp2a
ENSDARG00000074638,LOXHD1,ENSDARG00000074638,loxhd1b
ENSDARG00000091723,CAPN14,ENSDARG00000091723,si_ch211-202f3.4
ENSDARG00000056541,NR0B1,ENSDARG00000056541,nr0b1
ENSDARG00000051936,ERGIC2,ENSDARG00000051936,ergic2
ENSDARG00000045257,DECR2,ENSDARG00000045257,decr2
ENSDARG00000059280,HOXD3,ENSDARG00000059280,hoxd3a
ENSDARG00000069283,ERCC8,ENSDARG00000069283,ercc8
ENSDARG00000024276,PCBP4,ENSDARG00000024276,pcbp4
ENSDARG00000079276,UBE2QL1,ENSDARG00000079276,ube2ql1
ENSDARG00000104576,PPP1R3G,ENSDARG00000104576,si_ch211-152c8.5
ENSDARG00000032431,MPV17,ENSDARG00000032431,mpv17
ENSDARG00000070408,CCND2,ENSDARG00000070408,ccnd2b
ENSDARG00000012586,FMNL2,ENSDARG00000012586,fmnl2a
ENSDARG00000056690,MTMR1,ENSDARG00000056690,mtmr1a
ENSDARG00000060124,TIMM17B,ENSDARG00000060124,timm17b
ENSDARG00000069324,VPS53,ENSDARG00000069324,vps53
ENSDARG00000101378,NADSYN1,ENSDARG00000101378,nadsyn1
ENSDARG00000056647,KLHL3,ENSDARG00000056647,klhl3
ENSDARG00000089033,METTL25B,ENSDARG00000089033,rrnad1
ENSDARG00000034423,SNCG,ENSDARG00000034423,sncga
ENSDARG00000024431,ETS1,ENSDARG00000024431,ets1
ENSDARG00000099441,CBX4,ENSDARG00000099441,cbx4
ENSDARG00000062702,ANKMY1,ENSDARG00000062702,ankmy1
ENSDARG00000008575,LYST,ENSDARG00000008575,lyst
ENSDARG00000005085,GGCT,ENSDARG00000005085,ggctb
ENSDARG00000063255,ABTB3,ENSDARG00000063255,btbd11a
ENSDARG00000059529,MATCAP1,ENSDARG00000059529,KIAA0895L
ENSDARG00000062251,FBXL7,ENSDARG00000062251,fbxl7
ENSDARG00000032951,NRBP2,ENSDARG00000032951,nrbp2a
ENSDARG00000094892,CENPH,ENSDARG00000094892,cenph
ENSDARG00000028894,MRGBP,ENSDARG00000028894,mrgbp
ENSDARG00000044341,CHST7,ENSDARG00000044341,chst7
ENSDARG00000097085,KCNK17,ENSDARG00000097085,si_ch211-261a10.5
ENSDARG00000097085,KCNK7,ENSDARG00000097085,si_ch211-261a10.5
ENSDARG00000074387,ALKAL1,ENSDARG00000074387,alkal1
ENSDARG00000070681,C1QTNF12,ENSDARG00000070681,c1qtnf12
ENSDARG00000056886,TBCCD1,ENSDARG00000056886,tbccd1
ENSDARG00000089564,MDFI,ENSDARG00000089564,MDFI
ENSDARG00000033706,ADORA2A,ENSDARG00000033706,adora2aa
ENSDARG00000114991,TMEM14C,ENSDARG00000114991,tmem14cb
ENSDARG00000024030,FGA,ENSDARG00000024030,angptl2a
ENSDARG00000015425,SLC24A4,ENSDARG00000015425,slc24a4a
ENSDARG00000110744,CYTL1,ENSDARG00000110744,CABZ01086797.1
ENSDARG00000040443,POLR2I,ENSDARG00000040443,polr2i
ENSDARG00000090945,CLEC2D,ENSDARG00000090945,si_ch211-170d8.8
ENSDARG00000090945,CD69,ENSDARG00000090945,si_ch211-170d8.8
ENSDARG00000090945,CLEC2B,ENSDARG00000090945,si_ch211-170d8.8
ENSDARG00000090945,KLRB1,ENSDARG00000090945,si_ch211-170d8.8
ENSDARG00000090945,KLRD1,ENSDARG00000090945,si_ch211-170d8.8
ENSDARG00000090945,KLRC1,ENSDARG00000090945,si_ch211-170d8.8
ENSDARG00000090945,KLRF1,ENSDARG00000090945,si_ch211-170d8.8
ENSDARG00000090945,CLEC1A,ENSDARG00000090945,si_ch211-170d8.8
ENSDARG00000090945,CLEC1B,ENSDARG00000090945,si_ch211-170d8.8
ENSDARG00000090945,CLEC7A,ENSDARG00000090945,si_ch211-170d8.8
ENSDARG00000090945,CLEC12A,ENSDARG00000090945,si_ch211-170d8.8
ENSDARG00000090945,OLR1,ENSDARG00000090945,si_ch211-170d8.8
ENSDARG00000090945,KLRC4,ENSDARG00000090945,si_ch211-170d8.8
ENSDARG00000090945,CLEC2A,ENSDARG00000090945,si_ch211-170d8.8
ENSDARG00000090945,KLRG2,ENSDARG00000090945,si_ch211-170d8.8
ENSDARG00000090945,CLEC9A,ENSDARG00000090945,si_ch211-170d8.8
ENSDARG00000090945,KLRC2,ENSDARG00000090945,si_ch211-170d8.8
ENSDARG00000090945,KLRC3,ENSDARG00000090945,si_ch211-170d8.8
ENSDARG00000090945,CLEC2L,ENSDARG00000090945,si_ch211-170d8.8
ENSDARG00000090945,CLEC12B,ENSDARG00000090945,si_ch211-170d8.8
ENSDARG00000090945,KLRF2,ENSDARG00000090945,si_ch211-170d8.8
ENSDARG00000090945,CLEC5A,ENSDARG00000090945,si_ch211-170d8.8
ENSDARG00000101618,DNTTIP1,ENSDARG00000101618,ube2c
ENSDARG00000040668,LRRC51,ENSDARG00000040668,lrrc51
ENSDARG00000036878,SH3BGRL2,ENSDARG00000036878,sh3bgrl2
ENSDARG00000101873,DTWD2,ENSDARG00000101873,dtwd2
ENSDARG00000011605,DENND6B,ENSDARG00000011605,dennd6b
ENSDARG00000099747,OSBPL10,ENSDARG00000099747,CABZ01111953.1
ENSDARG00000104818,CES3,ENSDARG00000104818,si_ch211-93f2.1
ENSDARG00000061259,SOST,ENSDARG00000061259,sost
ENSDARG00000100559,TOR2A,ENSDARG00000100559,tor2a
ENSDARG00000061398,EPB41L4B,ENSDARG00000061398,epb41l4b
ENSDARG00000003085,STAMBPL1,ENSDARG00000003085,stambpl1
ENSDARG00000010145,TOR4A,ENSDARG00000010145,tor4aa
ENSDARG00000014246,NOTCH4,ENSDARG00000014246,jag2a
ENSDARG00000104283,CDC42BPA,ENSDARG00000104283,cdc42bpaa
ENSDARG00000027501,USP20,ENSDARG00000027501,usp20
ENSDARG00000068562,RBM33,ENSDARG00000068562,rbm33a
ENSDARG00000102406,DST,ENSDARG00000102406,si_ch211-165e15.1
ENSDARG00000012726,CALHM5,ENSDARG00000012726,calhm5.2
ENSDARG00000099705,FOXRED1,ENSDARG00000099705,foxred1
ENSDARG00000016454,ESR2,ENSDARG00000016454,esr2a
ENSDARG00000067593,SCO1,ENSDARG00000067593,sco1
ENSDARG00000014796,WNT11,ENSDARG00000014796,wnt11r
ENSDARG00000040853,SHOC2,ENSDARG00000040853,shoc2
ENSDARG00000089833,ASB13,ENSDARG00000089833,asb13b
ENSDARG00000099599,FCAMR,ENSDARG00000099599,pigrl2.3
ENSDARG00000060639,APBA2,ENSDARG00000060639,apba2b
ENSDARG00000063509,LRRC58,ENSDARG00000063509,lrrc58b
ENSDARG00000091762,ZBTB40,ENSDARG00000091762,zbtb40
ENSDARG00000077253,ALKBH6,ENSDARG00000077253,alkbh6
ENSDARG00000068590,NAA80,ENSDARG00000068590,naa80
ENSDARG00000032435,ITGA9,ENSDARG00000032435,itga9
ENSDARG00000059175,CEP19,ENSDARG00000059175,cep19
ENSDARG00000102859,NEMF,ENSDARG00000102859,CABZ01092170.1
ENSDARG00000041449,SPRED1,ENSDARG00000041449,spred1
ENSDARG00000104493,TBC1D8,ENSDARG00000104493,LO018176.1
ENSDARG00000075720,IL2RB,ENSDARG00000075720,il2rb
ENSDARG00000089357,MIGA2,ENSDARG00000089357,miga2
ENSDARG00000062168,TMEM168,ENSDARG00000062168,tmem168b
ENSDARG00000036846,ANKS4B,ENSDARG00000036846,anks4b
ENSDARG00000014854,REEP1,ENSDARG00000014854,reep1
ENSDARG00000060187,C19orf67,ENSDARG00000060187,si_ch211-214c7.5
ENSDARG00000090202,RBM11,ENSDARG00000090202,rbm11
ENSDARG00000102165,SEMA6A,ENSDARG00000102165,sema6a
ENSDARG00000021866,UPK1A,ENSDARG00000021866,upk1a
ENSDARG00000058556,MUC5B,ENSDARG00000058556,muc5.2
ENSDARG00000039152,FBXO36,ENSDARG00000039152,fbxo36b
ENSDARG00000031506,FLVCR2,ENSDARG00000031506,flvcr2b
ENSDARG00000019808,EVPL,ENSDARG00000019808,evpla
ENSDARG00000019808,EVPLL,ENSDARG00000019808,evpla
ENSDARG00000071250,TMEM79,ENSDARG00000071250,tmem79a
ENSDARG00000055159,CYP27A1,ENSDARG00000055159,cyp27a1.4
ENSDARG00000007950,ITGA11,ENSDARG00000007950,itga11b
ENSDARG00000079811,MICALL1,ENSDARG00000079811,micall1a
ENSDARG00000017446,CAMK1D,ENSDARG00000017446,camk1db
ENSDARG00000060994,FBXW7,ENSDARG00000060994,fbxw7
ENSDARG00000089213,ADAM15,ENSDARG00000089213,adam15
ENSDARG00000059587,ABR,ENSDARG00000059587,CU928117.1
ENSDARG00000100940,NR5A2,ENSDARG00000100940,nr5a2
ENSDARG00000087832,BCL3,ENSDARG00000087832,bcl3
ENSDARG00000022841,PTK2B,ENSDARG00000022841,ptk2ba
ENSDARG00000068181,DPEP1,ENSDARG00000068181,dpep1
ENSDARG00000075133,ADGRB1,ENSDARG00000075133,adgrb1a
ENSDARG00000029874,KHK,ENSDARG00000029874,khk
ENSDARG00000077812,SLC5A3,ENSDARG00000077812,slc5a3b
ENSDARG00000061644,ENSA,ENSDARG00000061644,ensab
ENSDARG00000078258,GGT5,ENSDARG00000078258,CABZ01049847.1
ENSDARG00000062220,PLEKHA7,ENSDARG00000062220,plekha7b
ENSDARG00000052705,PKP1,ENSDARG00000052705,pkp1b
ENSDARG00000059888,AGO3,ENSDARG00000059888,ago3a
ENSDARG00000015970,PHIP,ENSDARG00000015970,phip
ENSDARG00000057101,RNF180,ENSDARG00000057101,rnf180
ENSDARG00000005414,GRAP,ENSDARG00000005414,grapa
ENSDARG00000005414,GRAPL,ENSDARG00000005414,grapa
ENSDARG00000003934,NXNL2,ENSDARG00000003934,nxnl2
ENSDARG00000100642,PLPPR1,ENSDARG00000100642,plppr1
ENSDARG00000104043,GNG10,ENSDARG00000104043,gng10
ENSDARG00000044544,AKR1C2,ENSDARG00000044544,zgc_110782
ENSDARG00000044544,AKR7A3,ENSDARG00000044544,zgc_110782
ENSDARG00000044544,AKR1C1,ENSDARG00000044544,zgc_110782
ENSDARG00000044544,AKR1C3,ENSDARG00000044544,zgc_110782
ENSDARG00000044544,AKR1B10,ENSDARG00000044544,zgc_110782
ENSDARG00000044544,AKR1C4,ENSDARG00000044544,zgc_110782
ENSDARG00000044544,AKR1B15,ENSDARG00000044544,zgc_110782
ENSDARG00000044544,AKR1C8,ENSDARG00000044544,zgc_110782
ENSDARG00000055433,VPS26B,ENSDARG00000055433,vps26bl
ENSDARG00000099032,MYOZ2,ENSDARG00000099032,FO818704.1
ENSDARG00000096433,ROCK2,ENSDARG00000096433,rock2b
ENSDARG00000079847,EPN1,ENSDARG00000079847,zgc_194578
ENSDARG00000055066,ZDHHC20,ENSDARG00000055066,zdhhc20a
ENSDARG00000077504,H1-6,ENSDARG00000077504,si_ch211-103n10.5
ENSDARG00000061268,AGO2,ENSDARG00000061268,ago2
ENSDARG00000101481,RBP5,ENSDARG00000101481,rbp5
ENSDARG00000101481,PMP2,ENSDARG00000101481,rbp5
ENSDARG00000101481,FABP5,ENSDARG00000101481,rbp5
ENSDARG00000101481,FABP4,ENSDARG00000101481,rbp5
ENSDARG00000101481,FABP12,ENSDARG00000101481,rbp5
ENSDARG00000101481,FABP9,ENSDARG00000101481,rbp5
ENSDARG00000063412,CERS1,ENSDARG00000063412,cers1
ENSDARG00000003193,RASSF7,ENSDARG00000003193,rassf7b
ENSDARG00000056628,TMEM170A,ENSDARG00000056628,tmem170a
ENSDARG00000075567,FBXL20,ENSDARG00000075567,fbxl20
ENSDARG00000060504,PFKL,ENSDARG00000060504,pfkla
ENSDARG00000113332,DNM2,ENSDARG00000113332,CABZ01084501.2
ENSDARG00000033993,SLC19A1,ENSDARG00000033993,slc19a1
ENSDARG00000044914,SUCLG2,ENSDARG00000044914,suclg2
ENSDARG00000045618,CLTA,ENSDARG00000045618,clta
ENSDARG00000104981,SLC45A4,ENSDARG00000104981,SLC45A4 (1 of many)
ENSDARG00000071652,RRP8,ENSDARG00000071652,rrp8
ENSDARG00000104278,SLC2A8,ENSDARG00000104278,slc2a8
ENSDARG00000052894,ZNF532,ENSDARG00000052894,znf532
ENSDARG00000076041,WWC1,ENSDARG00000076041,wwc1
ENSDARG00000042282,ITGA6,ENSDARG00000042282,itga6a
ENSDARG00000054543,SAMSN1,ENSDARG00000054543,samsn1a
ENSDARG00000060766,PXN,ENSDARG00000060766,pxnb
ENSDARG00000104042,B4GALT4,ENSDARG00000104042,b4galt4
ENSDARG00000025903,LGALS14,ENSDARG00000025903,lgals9l1
ENSDARG00000025903,LGALS13,ENSDARG00000025903,lgals9l1
ENSDARG00000025903,LGALS16,ENSDARG00000025903,lgals9l1
ENSDARG00000015546,ALPL,ENSDARG00000015546,alpl
